title,issue_codes,learning_coded,issue_ 1,issue_ 2,issue_ 3,issue_ 4,issue_ 5,issue_ 6,issue_ 7,issue_ 8,issue_ 9,issue_10,issue_11,issue_12,issue_13,issue_14,issue_15,issue_16,matched
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Health facility employee criminal background checks.,8,8,0,0.166666666666667,0.666666666666667,0.16,0,1,0,2.0262,0,0,0.166666666666667,0,0,0,0,0.0666666666666667,1
Voter identification numbers.,5,5,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1
Annual review of unpaid restitution orders.,3,3,0,0,0.833333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0.2,0,0,0,1
Vote fraud and public employment.,3,3,0,0,1.16666666666667,0,0.2,1.0262,0,0,0,0,0,0,0,0,0,0,1
Passenger restraint systems for children.,13,13,0,0,0,0,0.4,0,0.666666666666667,1.0262,0,0,0,0,1.6,0.166666666666667,0,0,1
Valuable metal dealer purchases.,2,2,0,0.666666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,1
Gaming agents and control officers.,2,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Requesting U.S. DOT to hold hearings on placing Indiana in Central Time Zone.,16,16,0.5,0.333333333333333,0.166666666666667,0.08,0.2,0.5,0,0.333333333333333,0,0,0.166666666666667,0.111111111111111,1.6,0.166666666666667,0.285714285714286,2.06666666666667,1
Assessment of real property.,15,15,0,0.666666666666667,0.166666666666667,0.04,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.222222222222222,0,0,1.71428571428571,0,1
Vehicle Joint Resolution.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.8,1
State employee deferred compensation contributions.,11,11,0.5,0.166666666666667,0,0.12,0.4,1.25,0,0.333333333333333,0,0,1.41666666666667,0.222222222222222,0,0,0.571428571428571,0.6,1
Applicability of federal law in Indiana.,11,5,0.5,0.166666666666667,0.333333333333333,0.04,1,0,0,0.5,0.333333333333333,0,0.416666666666667,0,0.8,0.166666666666667,0.142857142857143,0.866666666666667,0
Resident tuition rate.,4,4,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,1
Credit scoring.,2,9,0,0.5,0.166666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Passenger restraint systems for children.,13,13,0,0,0,0,0.4,0,0.666666666666667,1.0262,0,0,0,0,1.6,0.166666666666667,0,0,1
Fireworks sales and display permits.,2,2,0,1.16666666666667,0,0,0,0,0,0,0.666666666666667,0,0,0.111111111111111,0.2,0,0.285714285714286,0,1
Speed limits.,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1
State contracting with veterans.,11,11,0.5,0.333333333333333,0,0,0.2,0,0,0.166666666666667,0,0,1.16666666666667,0.111111111111111,0,0,0.714285714285714,0.6,1
Annexation.,12,12,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0,0,0,0,1
Redevelopment commissions and authorities.,12,12,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1
State gross retail tax.,15,15,0.5,1,0,0,0.2,0,0,0.166666666666667,0.333333333333333,0,1,0.888888888888889,0,0,1.387,0.6,1
Health care service providers.,8,8,0,0.666666666666667,0,0.04,0,0,0,2.5262,0,0,0.166666666666667,0,0.2,0,0,0.266666666666667,1
Right to ranch and farm.,16,1,0.5,0,0,0,0,0.5,0.333333333333333,0,0,0,0,0,0.2,0,0.142857142857143,0.2,0
Education funding for children in residential care.,8,8,0,0.333333333333333,0.166666666666667,1.1062,0,0,0.333333333333333,2.69286666666667,0,0,0.166666666666667,0,0.4,0.166666666666667,0,0,1
Teacher preparation programs.,4,2,0,0.333333333333333,0,0.32,0,0.25,0,0,0,0,0,0,0,0,0,0,0
Training grants from local major moves funds.,12,12,0,0.166666666666667,0.5,0,0.2,0.25,0,0.166666666666667,0,0,0.333333333333333,1.69286666666667,0.4,0,0.857142857142857,0,1
Owen circuit court.,12,3,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.0666666666666667,0
Land surveyors.,11,7,0,0,0,0,0,0,0.333333333333333,0,0,0,0.166666666666667,0,0,0,0.142857142857143,0,0
Unemployment insurance bonds.,6,10,0,0,0,0.08,0,1.137,0,0.333333333333333,0,2.0262,0,0,0.2,0,0,0,0
Office of energy development.,14,14,0,1.0262,0,0,0,0,0,0.333333333333333,0,0,0.0833333333333333,0,0,1.35953333333333,0,0.0666666666666667,1
Substitute natural gas contract.,14,14,0,0.166666666666667,0,0,0,0,1.35953333333333,0,0,0,0.0833333333333333,0,0,1.66666666666667,0,0,1
Identity deception.,3,3,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indiana University Purdue University-Fort Wayne.,4,16,0.5,0.166666666666667,0,0.24,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0,0.6,0.166666666666667,0.142857142857143,1.06666666666667,0
Local government.,12,12,0,0.166666666666667,0,0,0,0.25,0,0,0,0,1.10953333333333,2.0524,0.4,0,0.428571428571429,0,1
Disability benefits for volunteers.,6,6,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1
Personal property tax deduction.,15,15,0,1.16666666666667,0.166666666666667,0.04,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.888888888888889,0,0,1.67271428571429,0,1
Individual adjusted gross income tax.,15,15,0,0.833333333333333,0,0,0,0,0,0,0,0,0,1.11111111111111,0,0,1.67271428571429,0,1
Controlled substances.,8,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.142857142857143,0,1
Data privacy.,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.133333333333333,0
Partial unemployment benefit.,6,10,0,0,0,0,0,0.887,0,0.166666666666667,0,1,0,0,0,0,0,0,0
Prosecuting attorneys' pension.,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,1
Residential onsite sewage systems.,7,7,0,0.333333333333333,0,0.04,0.4,0,1.66666666666667,0.166666666666667,0,0,0.25,0,0.4,0.833333333333333,0,0,1
Military trained emergency medical providers.,8,8,0,0.166666666666667,0.333333333333333,0,0,0,0,1.5,0,0,0,0.111111111111111,0.2,0,0,0.0666666666666667,1
Synthetic drugs.,8,8,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,1
Real property subject to tax sale.,2,2,0.5,2.16666666666667,0.166666666666667,0.04,0.2,0,0,0,0.333333333333333,0,0.0833333333333333,0.888888888888889,0,0,1.67271428571429,0,1
Commission for a drug free Indiana.,8,8,0.5,0.166666666666667,0.166666666666667,0.08,0.4,0,0,1.33333333333333,0,0,0.25,0,0.6,0.333333333333333,0.142857142857143,0.8,1
Vehicle Bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
Celebrating Black History Month.,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,1
Memorializing Eric von Fuhrmann, professor at University of Southern Indiana.,16,16,0.5,0.333333333333333,0,0.12,0.2,0,0,0.166666666666667,0,0,0.25,0,0.6,0.166666666666667,0.142857142857143,1.6,1
Recognizing Noble of Indiana for its 60 years of service.,16,16,0.5,0.666666666666667,0,0.04,0.2,0,0,0.666666666666667,0,0,0.416666666666667,0,0.8,0.166666666666667,0.142857142857143,1.86666666666667,1
Honoring Murvin S. Enders, Indianapolis civic leader.,16,16,0,0.166666666666667,0,0,0,0.5,0,0.166666666666667,0,0,0,0.111111111111111,0.6,0,0.142857142857143,2,1
Study committee on court appointed mental health professionals.,16,16,0,0,0.5,0.04,0,0,0,1.0262,0,0,0.0833333333333333,0.111111111111111,0,0,0,1.4,1
Honoring Martinsville HS Academic Decathlon team, state champions.,16,16,0.5,0.333333333333333,0,0,0.2,0,0,0.166666666666667,0,0,1,0.111111111111111,0,0,0.571428571428571,2.33333333333333,1
Honoring Clermont Christian Church for its Robey Elem. Back-to-School Bash.,16,16,0,0,0.166666666666667,1,0,0,0,0.166666666666667,0,0,0,0.111111111111111,0,0,0,1.73333333333333,1
Fixing the date for the Technical Session.,16,5,0,0,0,0.04,0.4,0,0,0,0,0,0,0.111111111111111,0,0,0,0.333333333333333,0
Indiana grown initiative.,1,1,1.5,0.166666666666667,0,0.04,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0,0.6,0.166666666666667,0.285714285714286,0.733333333333333,1
Small business assistance team.,2,2,0,1.5262,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.133333333333333,1
Final visit after termination of parental rights.,8,8,0.5,0.166666666666667,0.166666666666667,0.04,0,0,0,1,0,0,0,0.111111111111111,0,0,0,0,1
Oaths and acknowledgment of documents.,3,3,0,0,0.5,0,0,0,0,0,0,0,0.0833333333333333,0,0.2,0,0,0,1
A SENATE RESOLUTION urging the Legislative Council to assign to a study committee the topic of civil penalties assessed for violations of child labor laws.,16,16,0,0.166666666666667,0.666666666666667,0,0.2,1.0262,0.333333333333333,0.553666666666667,0.333333333333333,0,0.333333333333333,0.111111111111111,0,0.166666666666667,0,3.46666666666667,1
A CONCURRENT RESOLUTION to allow the House of Representatives and the Senate of the 118th General Assembly to adjourn and recess separately throughout the Second Regular Session for periods in excess of three consecutive days as the need, in the judgment of the Speaker of the House of Representatives and the President Pro Tempore of the Senate, respectively, may arise.,16,16,0,0,0.166666666666667,0.04,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0.111111111111111,0,0.333333333333333,0,3.2,1
Handgun training.,8,3,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0.111111111111111,0,0,0,0,0
Transfer of sewage system regulatory authority.,11,11,0,0,0,0,0,0,0.333333333333333,0,0,0,1.44286666666667,0.111111111111111,0,0.666666666666667,0,0,1
Redevelopment commissions and authorities.,12,12,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1
Central Indiana transit.,13,13,0.5,0.166666666666667,0,0.04,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0,1.4,0.166666666666667,0.142857142857143,0.8,1
Health matters.,8,8,0,0,0,0.04,0,0,0,1.0262,0,0,0,0,0,0,0,0.0666666666666667,1
Home rule powers of certain units.,12,12,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.555555555555556,0,0,0.142857142857143,0,1
Sale of seedlings and wildflower seeds.,1,1,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Property tax levies after annexation.,12,15,0,1.16666666666667,0.166666666666667,0.04,0.2,0,0,0.166666666666667,0.333333333333333,0,0.0833333333333333,1.33333333333333,0,0,1.387,0,0
Charter school compacts.,4,4,0,0,0.166666666666667,1.24,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0.0666666666666667,1
Auctioneer licensing.,2,2,0,0.333333333333333,0,0.04,0,0,0,0,0,0,0,0,0.2,0,0,0,1
Three-way permits in unincorporated towns.,12,12,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0.555555555555556,0.2,0,0,0.0666666666666667,1
Hamilton County magistrates.,12,12,0,0,0,0,0,0,0,0,0,0,0,1.22222222222222,0,0,0.285714285714286,0.133333333333333,1
Veteran's property tax deductions.,15,15,0,1.5,0.166666666666667,0.04,0.2,0.5,0,0.166666666666667,0.333333333333333,0,0.0833333333333333,1,0.6,0,1.95842857142857,0.666666666666667,1
Game preserves.,7,7,0,0.166666666666667,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,1
Use of automatic dialing-announcing devices.,2,2,0,0.833333333333333,0,0.08,0,0,0,0.333333333333333,0,0,0.166666666666667,0,0.2,0,0.142857142857143,0,1
Complexity index calculation.,4,9,0,0,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0
Tax exemption for certain income related to patents.,15,15,0,0.833333333333333,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,1.95842857142857,0,1
Administration of standardized tests.,4,5,0,0,0,0.12,0.2,0,0,0,0,0,0.0833333333333333,0.111111111111111,0,0,0,0,0
Annual transportation reports.,13,13,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,1.4262,0,0,0,1
Department of homeland security.,3,3,0,0,0.5,0,0,0,0,0.166666666666667,0,0,0,0.111111111111111,0,0.166666666666667,0,0.0666666666666667,1
Preschool education.,4,4,0,0,0.166666666666667,1.0662,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1
Art therapy.,8,8,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.133333333333333,1
Legal costs and attorney fees.,3,3,0,0,1.16666666666667,0,0,0,0,0.166666666666667,0,0,0,0.111111111111111,0.4,0,0,0,1
School accountability.,4,4,0,0,0.166666666666667,1.08,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0.0666666666666667,1
High cost management study.,11,16,0,0.166666666666667,0.166666666666667,0.04,0,0,0,0.166666666666667,0,0,0.333333333333333,0,0,0,0,0.733333333333333,0
Computer use in school.,4,4,0,0.166666666666667,0.166666666666667,1.08,0,0,0,0,0,0,0.166666666666667,0.111111111111111,0.2,0,0.142857142857143,0.0666666666666667,1
Indiana nanotechnology initiative.,15,1,1,0.166666666666667,0,0.04,0.2,0,0,0.166666666666667,0,0,0.166666666666667,0,0.6,0.166666666666667,0.428571428571429,0.733333333333333,0
Vehicle bill.,16,16,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.733333333333333,1
A SENATE RESOLUTION memorializing John C. McLane.,16,16,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,1.06666666666667,1
A CONCURRENT RESOLUTION memorializing and honoring the lives of Krystle Lauren Dikes and Rachelle Godfread and honoring Corporal Cody Skipper and Corporal Jason Tripp of the Elkhart Police Department.,16,16,0,0,0.333333333333333,0,0,0,0,0.5,0,0,0,0.111111111111111,0,0,0,2.66666666666667,1
A SENATE RESOLUTION urging the Indiana General Assembly to study the BMV's certification law concerning 3-wheeled motorcycles.,16,16,1,0.666666666666667,0.833333333333333,0.04,1.2,0.5,0,0.5,0.333333333333333,0,0.5,0.111111111111111,1.6,0.333333333333333,0.285714285714286,3.93333333333333,1
A CONCURRENT RESOLUTION recognizing the twentieth anniversary of the State Partnership Program between the Slovak Republic and the State of Indiana,16,16,1,0.333333333333333,0,0.04,0.4,0,0,0.666666666666667,0,0,1.25,0.111111111111111,0.6,0.166666666666667,0.714285714285714,2.73333333333333,1
urging the topic of family caregiving and long-term services to be studied.,16,8,0,0.166666666666667,1.33333333333333,0.04,0,0,0,1.35953333333333,0,0,0.416666666666667,0,0,0.166666666666667,0,1.33333333333333,0
honoring Christine Medin, 2014 Distinguished Young Woman of Elkhart,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46666666666667,1
A HOUSE RESOLUTION recognizing the Bill Johnson Film Festival.,16,16,0,0,0,0,0,0,0,0.166666666666667,0,0,0.0833333333333333,0,0,0.166666666666667,0,0.866666666666667,1
A CONCURRENT RESOLUTION recognizing the Indiana State Police Alliance for 40 years of service to law enforcement and the public,16,16,1,0.833333333333333,0.666666666666667,0.08,1.2,0,0,1,0.333333333333333,0,1.5,0.111111111111111,1,0.166666666666667,0.714285714285714,2.93333333333333,1
A CONCURRENT RESOLUTION honoring Purple Heart recipients First Sergeant Gregory Swanson and World War II veteran Leonard Wayne McIntosh for their service, sacrifice, and courage,16,16,0,0.666666666666667,0,0.04,0,0,0,0.5,0,0,0.166666666666667,0,0.2,0,0.142857142857143,2.93333333333333,1
A SENATE RESOLUTION urging the legislative council to assign to the appropriate study committee the topic of medication therapy management services provided by pharmacists.,16,16,0,0.333333333333333,1.33333333333333,0.04,0.2,0,0,0.666666666666667,0,0,0.583333333333333,0.111111111111111,0,0.166666666666667,0,3.6,1
A SENATE RESOLUTION congratulating Bremen Castings, Inc. on its 75th Anniversary.,16,16,0,0,0,0,0,0,0,0.166666666666667,0,0,0.0833333333333333,0,0,0,0,1.4,1
A SENATE RESOLUTION expressing the Indiana State Senate's sincere appreciation to the Indiana State Medical Association and the Indiana Academy of Family Physicians for coordinating and operating the "Doctor of the Day" program and to the dedicated doctors who participated,16,16,1,0.5,0,0.04,0.6,0.5,0,1.85953333333333,0,0,1.25,0.222222222222222,1.2,0.166666666666667,0.857142857142857,4,1
